ARO_accession	Name	Lineage	Drug_name	PubChem_ID	Protein_accession	DNA_accession	Organism	Tax_ID
ARO:3003387	Streptococcus pyogenes folP with mutation conferring resistance to sulfonamides	ARO:3003387@ARO:3000698#ARO:3000698	sulfasalazine	5359476	AAL97684.1	AE009949	Streptococcus pyogenes MGAS8232	186103
ARO:3003387	Streptococcus pyogenes folP with mutation conferring resistance to sulfonamides	ARO:3003387@ARO:3000699#ARO:3000699	sulfamethizole	5328	AAL97684.1	AE009949	Streptococcus pyogenes MGAS8232	186103
ARO:3003369	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	ARO:3003369@ARO:3000586#ARO:3000586	pulvomycin	6440815	AAN82549.1	AE014075	Escherichia coli CFT073	199310
ARO:3002865	dfrC	ARO:3002865@ARO:3000188#ARO:3000188	trimethoprim	5578	AAO04716.1	AE015929	Staphylococcus epidermidis ATCC 12228	176280
ARO:3003077	Enterococcus faecalis liaF mutant conferring daptomycin resistance	ARO:3003077@ARO:0000068#ARO:0000068	daptomycin	16129688	AAO82601.1	AE016830	Enterococcus faecalis V583	226185
ARO:3003791	Enterococcus faecalis liaS mutant conferring daptomycin resistance	ARO:3003791@ARO:0000068#ARO:0000068	daptomycin	16129688	AAO82600.1	AE016830	Enterococcus faecalis V583	226185
ARO:3002846	arr-1	ARO:3002846=ARO:3000390@ARO:3000169#ARO:3000169	rifampin	5381226	AAC05822.1	AF001493	Mycobacterium smegmatis	1772
ARO:3002846	arr-1	ARO:3002846=ARO:3000390@ARO:3000517#ARO:3000517	rifaximin	6436173	AAC05822.1	AF001493	Mycobacterium smegmatis	1772
ARO:3002846	arr-1	ARO:3002846=ARO:3000390@ARO:3000530#ARO:3000530	rifabutin	6323490	AAC05822.1	AF001493	Mycobacterium smegmatis	1772
ARO:3002846	arr-1	ARO:3002846=ARO:3000390@ARO:3000534#ARO:3000534	rifapentine	6323497	AAC05822.1	AF001493	Mycobacterium smegmatis	1772
ARO:3002702	cmrA	ARO:3002702@ARO:3000385#ARO:3000385	chloramphenicol	5959	AAC45805.1	AF015087	Rhodococcus rhodochrous	1829
ARO:3001308	vgbB	ARO:3001308@ARO:3000583#ARO:3000583	pristinamycin IA	14974	AAC61670.1	AF015628	Staphylococcus cohnii	29382
ARO:3001308	vgbB	ARO:3001308@ARO:3000584#ARO:3000584	quinupristin	5388937	AAC61670.1	AF015628	Staphylococcus cohnii	29382
ARO:3001308	vgbB	ARO:3001308@ARO:3000675#ARO:3000675	pristinamycin IB	443309	AAC61670.1	AF015628	Staphylococcus cohnii	29382
ARO:3001308	vgbB	ARO:3001308@ARO:3000678#ARO:3000678	vernamycin B-gamma	443310	AAC61670.1	AF015628	Staphylococcus cohnii	29382
ARO:3002842	vatC	ARO:3002842=ARO:3000453@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	AAC61671.1	AF015628	Staphylococcus cohnii	29382
ARO:3002842	vatC	ARO:3002842=ARO:3000453@ARO:3000672#ARO:3000672	madumycin II	6441077	AAC61671.1	AF015628	Staphylococcus cohnii	29382
ARO:3002842	vatC	ARO:3002842=ARO:3000453@ARO:3000673#ARO:3000673	griseoviridin	6441064	AAC61671.1	AF015628	Staphylococcus cohnii	29382
ARO:3002842	vatC	ARO:3002842=ARO:3000453@ARO:3000674#ARO:3000674	dalfopristin	6435782	AAC61671.1	AF015628	Staphylococcus cohnii	29382
ARO:3002637	APH(2'')-IVa	ARO:3002637=ARO:3000128@ARO:0000013#ARO:0000013	amikacin	37768	AAC14693.1	AF016483	Enterococcus casseliflavus	37734
ARO:3002637	APH(2'')-IVa	ARO:3002637=ARO:3000128@ARO:0000035#ARO:0000035	sisomicin	36119	AAC14693.1	AF016483	Enterococcus casseliflavus	37734
ARO:3002637	APH(2'')-IVa	ARO:3002637=ARO:3000128@ARO:0000038#ARO:0000038	netilmicin	41859	AAC14693.1	AF016483	Enterococcus casseliflavus	37734
ARO:3002637	APH(2'')-IVa	ARO:3002637=ARO:3000128@ARO:0000049#ARO:0000049	kanamycin A	6032	AAC14693.1	AF016483	Enterococcus casseliflavus	37734
ARO:3002637	APH(2'')-IVa	ARO:3002637=ARO:3000128@ARO:0000052#ARO:0000052	tobramycin	36294	AAC14693.1	AF016483	Enterococcus casseliflavus	37734
ARO:3002637	APH(2'')-IVa	ARO:3002637=ARO:3000128@ARO:3000652#ARO:3000652	isepamicin	3755	AAC14693.1	AF016483	Enterococcus casseliflavus	37734
ARO:3002637	APH(2'')-IVa	ARO:3002637=ARO:3000128@ARO:3000654#ARO:3000654	arbekacin	68682	AAC14693.1	AF016483	Enterococcus casseliflavus	37734
ARO:3002637	APH(2'')-IVa	ARO:3002637=ARO:3000128@ARO:3000655#ARO:3000655	gentamicin B	37569	AAC14693.1	AF016483	Enterococcus casseliflavus	37734
ARO:3002660	APH(6)-Id	ARO:3002660@ARO:0000040#ARO:0000040	streptomycin	19649	AAC23556.1	AF024602	Pseudomonas aeruginosa	287
ARO:3000596	ErmX	ARO:3000596@ARO:0000006#ARO:0000006	erythromycin	12560	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:0000027#ARO:0000027	roxithromycin	5480431	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:0000046#ARO:0000046	lincomycin	9063	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:0000057#ARO:0000057	telithromycin	3002190	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:0000065#ARO:0000065	clarithromycin	84029	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:0000066#ARO:0000066	clindamycin	29029	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000145#ARO:3000145	tylosin	5280440	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000156#ARO:3000156	spiramycin	5289394	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000158#ARO:3000158	azithromycin	447043	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000176#ARO:3000176	dirithromycin	6473883	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000583#ARO:3000583	pristinamycin IA	14974	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000584#ARO:3000584	quinupristin	5388937	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000669#ARO:3000669	pristinamycin IIA	46936184	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000672#ARO:3000672	madumycin II	6441077	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000673#ARO:3000673	griseoviridin	6441064	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000674#ARO:3000674	dalfopristin	6435782	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000675#ARO:3000675	pristinamycin IB	443309	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000678#ARO:3000678	vernamycin B-gamma	443310	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3000596	ErmX	ARO:3000596@ARO:3000867#ARO:3000867	oleandomycin	19822	AAG03357.1	AF024666	Corynebacterium striatum	43770
ARO:3002703	cmx	ARO:3002703@ARO:3000385#ARO:3000385	chloramphenicol	5959	AAG03380.1	AF024666	Corynebacterium striatum	43770
ARO:3002875	dfrE	ARO:3002875@ARO:3000188#ARO:3000188	trimethoprim	5578	AAD01867.1	AF028811	Enterococcus faecalis	1351
ARO:3002867	dfrF	ARO:3002867@ARO:3000188#ARO:3000188	trimethoprim	5578	AAD01868.1	AF028812	Enterococcus faecalis	1351
ARO:3000181	tet(V)	ARO:3000181@ARO:0000051#ARO:0000051	tetracycline	5497101	AAB84282.1	AF030344	Mycobacterium smegmatis str. MC2 155	246196
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002561	AAC(6')-Ir	ARO:3002561=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAD03490.1	AF031326	Acinetobacter genomosp. 13BJ	280145
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002562	AAC(6')-Is	ARO:3002562=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAD03491.1	AF031327	Acinetobacter variabilis	70346
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002564	AAC(6')-It	ARO:3002564=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAD03492.1	AF031328	Acinetobacter genomosp. 16BJ	70347
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002565	AAC(6')-Iu	ARO:3002565=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAD03493.1	AF031329	Acinetobacter dispersus	70348
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002566	AAC(6')-Iv	ARO:3002566=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAD03494.1	AF031330	Acinetobacter sp. 631	70349
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002567	AAC(6')-Iw	ARO:3002567=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAD03495.1	AF031331	Acinetobacter sp. 640	70350
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002568	AAC(6')-Ix	ARO:3002568=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAD03496.1	AF031332	Acinetobacter sp. BM2722	70351
ARO:3002698	cmlB	ARO:3002698@ARO:3000385#ARO:3000385	chloramphenicol	5959	AAD22144.1	AF034958	Klebsiella aerogenes	548
ARO:3000177	tet(J)	ARO:3000177@ARO:0000051#ARO:0000051	tetracycline	5497101	AAD12753.1	AF038993	Proteus mirabilis	584
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002580	AAC(6')-Ib9	ARO:3002580=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAD02244.1	AF043381	Pseudomonas aeruginosa	287
ARO:3002603	aadA3	ARO:3002603@ARO:0000039#ARO:0000039	spectinomycin	15541	AAC14728.1	AF047479	Plasmid NR79	2468
ARO:3002603	aadA3	ARO:3002603@ARO:0000040#ARO:0000040	streptomycin	19649	AAC14728.1	AF047479	Plasmid NR79	2468
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:0000005#ARO:0000005	neomycin	8378	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:0000007#ARO:0000007	dibekacin	3021	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:0000013#ARO:0000013	amikacin	37768	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:0000035#ARO:0000035	sisomicin	36119	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:0000038#ARO:0000038	netilmicin	41859	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:0000049#ARO:0000049	kanamycin A	6032	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:0000052#ARO:0000052	tobramycin	36294	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:3000652#ARO:3000652	isepamicin	3755	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:3000654#ARO:3000654	arbekacin	68682	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3002560	AAC(6')-Iq	ARO:3002560=ARO:3000345@ARO:3000655#ARO:3000655	gentamicin B	37569	AAC25500.1	AF047556	Klebsiella pneumoniae	573
ARO:3000182	tet(Y)	ARO:3000182@ARO:0000051#ARO:0000051	tetracycline	5497101	AAC72341.1	AF070999	IncQ plasmid pIE1120	77644
ARO:3000230	ANT(2'')-Ia	ARO:3000230@ARO:0000049#ARO:0000049	kanamycin A	6032	AAC64365.1	AF078527	Pseudomonas aeruginosa	287
ARO:3000230	ANT(2'')-Ia	ARO:3000230@ARO:0000052#ARO:0000052	tobramycin	36294	AAC64365.1	AF078527	Pseudomonas aeruginosa	287
ARO:3000230	ANT(2'')-Ia	ARO:3000230@ARO:3000655#ARO:3000655	gentamicin B	37569	AAC64365.1	AF078527	Pseudomonas aeruginosa	287
ARO:3002847	arr-2	ARO:3002847=ARO:3000390@ARO:3000169#ARO:3000169	rifampin	5381226	AAC64366.1	AF078527	Pseudomonas aeruginosa	287
ARO:3002847	arr-2	ARO:3002847=ARO:3000390@ARO:3000517#ARO:3000517	rifaximin	6436173	AAC64366.1	AF078527	Pseudomonas aeruginosa	287
ARO:3002847	arr-2	ARO:3002847=ARO:3000390@ARO:3000530#ARO:3000530	rifabutin	6323490	AAC64366.1	AF078527	Pseudomonas aeruginosa	287
ARO:3002847	arr-2	ARO:3002847=ARO:3000390@ARO:3000534#ARO:3000534	rifapentine	6323497	AAC64366.1	AF078527	Pseudomonas aeruginosa	287
ARO:3000598	Erm(31)	ARO:3000598@ARO:0000006#ARO:0000006	erythromycin	12560	AAC69327.1	AF079138	Streptomyces venezuelae	54571
ARO:3000598	Erm(31)	ARO:3000598@ARO:0000027#ARO:0000027	roxithromycin	5480431	AAC69327.1	AF079138	Streptomyces venezuelae	54571
ARO:3000598	Erm(31)	ARO:3000598@ARO:0000046#ARO:0000046	lincomycin	9063	AAC69327.1	AF079138	Streptomyces venezuelae	54571
ARO:3000598	Erm(31)	ARO:3000598@ARO:0000057#ARO:0000057	telithromycin	3002190	AAC69327.1	AF079138	Streptomyces venezuelae	54571
ARO:3000598	Erm(31)	ARO:3000598@ARO:0000065#ARO:0000065	clarithromycin	84029	AAC69327.1	AF079138	Streptomyces venezuelae	54571
ARO:3000598	Erm(31)	ARO:3000598@ARO:0000066#ARO:0000066	clindamycin	29029	AAC69327.1	AF079138	Streptomyces venezuelae	54571
ARO:3000598	Erm(31)	ARO:3000598@ARO:3000145#ARO:3000145	tylosin	5280440	AAC69327.1	AF079138	Streptomyces venezuelae	54571
ARO:3000598	Erm(31)	ARO:3000598@ARO:3000156#ARO:3000156	spiramycin	5289394	AAC69327.1	AF079138	Streptomyces venezuelae	54571
ARO:3000598	Erm(31)	ARO:3000598@ARO:3000158#ARO:3000158	azithromycin	447043	AAC69327.1	AF079138	Streptomyces venezuelae	54571
